"experiment_id","symbol","timeframe","horizon","start","end","indicator_set","atr_period","sl_mult","tp_mult","trail","sizing","atr_risk_pct","fixed_lot","commission_per_side","spread_points","slippage_points","max_positions","cooldown_bars","notes"
"S2f1325088204502a","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","19","2.38","3.94","none","ATR_RISK","0.93",,"0","3","3","1","0",""
"S57fa4944bf968d40","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","13","2.18","2.51","none","ATR_RISK","0.47",,"0","10","18","1","0",""
"Sff5debe7052b1f7e","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","16","2.75","2.48","none","FIXED_LOT",,"0.06","0","8","8","1","0",""
"S3b06f95926a0ba11","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","11","2.18","3.47","none","ATR_RISK","0.64",,"0","5","14","1","10",""
"S743db454bca93e2f","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","21","2.45","2.84","none","ATR_RISK","0.37",,"0","13","10","1","0",""
"S9703d29387e50412","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","10","1.64","2.8","none","ATR_RISK","0.57",,"0","15","36","1","5",""
"S9d83c3e90b1fc0c4","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","19","1.9",,"atr1.0","ATR_RISK","0.88",,"0","13","3","1","0",""
"S4bc14b5f053bd4c6","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","18","2.18","2.07","none","FIXED_LOT",,"0.14","0","24","17","2","0",""
"Sd85b3863c8338b6d","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","16","2.27","2.53","none","ATR_RISK","0.99",,"0","13","5","1","0",""
"Sdaa65aeff1380f0f","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","15","1.98","3.72","none","FIXED_LOT",,"0.07","0","14","15","1","10",""
"S373a4e4f55330068","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","1.94",,"atr1.0","ATR_RISK","0.3",,"0","23","40","2","0",""
"S145f814ac32647a6","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","1.59","3.86","none","ATR_RISK","0.13",,"0","37","17","1","5",""
"S34fd9064a91e9fe9","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","17","2.83","1.53","none","FIXED_LOT",,"0.33","0","24","24","1","0",""
"S86af847e86814396","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","13","2.21",,"atr1.0","ATR_RISK","0.25",,"0","3","6","2","0",""
"Sec160d16777c8151","BTCX25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","2.89","2.01","none","FIXED_LOT",,"0.42","0","58","61","1","5",""
"Sd11ba445a451cad7","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","2.31","1.36","none","ATR_RISK","0.76",,"0","14","59","1","5",""
"S654d67ad6a23e5d4","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","16","2.69",,"atr1.0","ATR_RISK","0.12",,"0","12","37","1","0",""
"S77cb596010822a08","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","13","2.4",,"atr1.0","ATR_RISK","0.25",,"0","87","21","2","5",""
"S8b594bbed69b4277","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","20","1.85",,"atr1.0","FIXED_LOT",,"0.3","0","39","38","1","0",""
"S5b3bb73b22fa7634","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","13","2.94","2.49","none","ATR_RISK","0.14",,"0","10","57","1","0",""
"Sdbae57df8262cd8b","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","14","2.95",,"atr1.0","ATR_RISK","0.32",,"0","12","14","1","0",""
"S1bc2f426b8281980","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","10","1.32","2.57","none","ATR_RISK","0.56",,"0","32","22","1","0",""
"S7b655db68bd775d0","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","17","2.26","3.02","none","ATR_RISK","0.49",,"0","21","10","2","0",""
"Scdfb377e08ff2f67","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","20","2.65","2.07","none","ATR_RISK","0.72",,"0","39","24","1","10",""
"Sb27d90b1094ec157","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","20","1.66","2.85","none","ATR_RISK","0.8",,"0","21","96","1","0",""
"S362b055716a51abe","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","20","1.69","2.02","none","FIXED_LOT",,"0.09","0","22","31","1","10",""
"Sec8512fb12f2b55d","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","16","1.44",,"atr1.0","ATR_RISK","0.65",,"0","15","5","1","0",""
"S04802de68903c7f1","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","10","1.99",,"atr1.0","ATR_RISK","0.32",,"0","19","10","1","0",""
"S0cdbfca7e5bbcf85","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","21","1.33","1.37","none","ATR_RISK","0.35",,"0","7","12","1","10",""
"S5072a5540c795253","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","2.15","2.3","none","ATR_RISK","0.37",,"0","14","30","1","10",""
"S9658a77579a73a57","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","1.63","2.44","none","ATR_RISK","0.7",,"0","33","42","1","0",""
"Sf15c65639a435c70","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","2.61","3.28","none","ATR_RISK","0.25",,"0","3","4","2","0",""
"S4238a73d7eb58218","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","16","2.14","3.55","none","ATR_RISK","0.95",,"0","12","9","2","0",""
"S0bd6d086f0657c27","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","17","1.95",,"atr1.0","FIXED_LOT",,"0.5","0","14","6","1","0",""
"S729f5a73b1709ed4","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","19","2.08",,"atr1.0","ATR_RISK","0.5",,"0","2","7","1","0",""
"S78b7058c9049324c","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","16","1.86","2.28","none","FIXED_LOT",,"0.21","0","19","19","2","0",""
"Se4edbe8c6ce55db5","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","21","1.48",,"atr1.0","ATR_RISK","0.75",,"0","35","18","2","0",""
"Saa0af4735025cab8","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","12","2.03",,"atr1.0","ATR_RISK","0.88",,"0","5","5","1","0",""
"Sd93c83f0afd69748","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","1.63","3.12","none","ATR_RISK","0.66",,"0","5","8","1","10",""
"Sd84fa7f525bd2872","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","10","2.34","3.38","none","ATR_RISK","0.17",,"0","8","8","1","0",""
"S4d21b8a6e1d9700a","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","20","2.75",,"atr1.0","ATR_RISK","0.25",,"0","10","9","1","0",""
"S9cea7f647ee74811","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","15","2.7","2.7","none","ATR_RISK","0.32",,"0","2","2","1","10",""
"S1e0a46067f76e680","BTCX25.sim","H4","3y","2022-11-10","2025-11-10","N/A","11","1.81","2.67","none","ATR_RISK","0.68",,"0","97","21","2","5",""
"S2238ce61342a802a","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","19","2.81","1.48","none","FIXED_LOT",,"0.12","0","50","25","1","0",""
"S863621e385bd662a","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","14","2.82","1.59","none","ATR_RISK","0.15",,"0","10","18","1","0",""
"S5a727ab27e77c865","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","19","1.33","3.06","none","ATR_RISK","0.33",,"0","12","7","1","0",""
"S8ff504c311e66cd5","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","17","1.3","2.61","none","ATR_RISK","0.57",,"0","15","46","1","10",""
"Sf662b8ccded2a1b4","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","2.24","3.32","none","ATR_RISK","0.56",,"0","2","7","1","5",""
"S68a5c793ba0e0234","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.47",,"atr1.0","FIXED_LOT",,"0.4","0","15","13","1","0",""
"S6839e0c97d671e59","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","11","1.89","2.23","none","ATR_RISK","0.28",,"0","11","10","1","5",""
"S569d974875a19ac7","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","15","1.47","1.9","none","ATR_RISK","0.41",,"0","17","16","2","5",""
"Sa85c8aeb52367d3a","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","10","2.01","2.82","none","ATR_RISK","0.45",,"0","3","3","1","0",""
"S2609c1d58cecad36","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","2.59","3.12","none","ATR_RISK","0.62",,"0","8","10","1","10",""
"S1d457cf65a9b9deb","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.39","1.69","none","FIXED_LOT",,"0.31","0","47","17","1","5",""
"Saaf87c6b444b02e7","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","18","2.59","3.72","none","ATR_RISK","0.36",,"0","36","26","2","5",""
"Sedcb1cfe52021f83","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","19","2.07",,"atr1.0","FIXED_LOT",,"0.34","0","26","48","1","0",""
"S8918f5e847a920e4","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","14","2.02","2.98","none","ATR_RISK","0.25",,"0","46","51","1","10",""
"S7b2a2be8ac1aa245","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","19","1.6","2.67","none","ATR_RISK","0.89",,"0","4","8","1","5",""
"S654ae093785f4b08","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","21","2.82",,"atr1.0","ATR_RISK","0.28",,"0","18","17","1","5",""
"Sa6bfb5e4fa00f43e","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","2.33","2.47","none","FIXED_LOT",,"0.5","0","30","59","1","10",""
"S7085756795000c8d","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","16","2.33","2.48","none","ATR_RISK","0.75",,"0","13","18","2","0",""
"Sacb8dd669dfb42c6","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","17","1.39","3.76","none","ATR_RISK","0.45",,"0","93","82","1","0",""
"S1bc182c4511d5a64","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","18","1.46","1.49","none","ATR_RISK","0.82",,"0","4","7","1","5",""
"S039396b55e6546b6","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","11","2.7","2.44","none","ATR_RISK","0.19",,"0","7","5","1","0",""
"Sf26b9c1b3bde737f","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","18","1.34","3.84","none","ATR_RISK","0.45",,"0","3","11","2","0",""
"S056ad88e9df986d7","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","10","1.9","3.91","none","ATR_RISK","0.21",,"0","22","20","1","10",""
"S5ad9be4b52c6602e","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","2.47",,"atr1.0","ATR_RISK","0.23",,"0","7","7","1","0",""
"Sf72114865a1b2bf1","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","1.21",,"atr1.0","FIXED_LOT",,"0.11","0","28","16","1","0",""
"Sc5f89d20222639b3","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","14","2.16","2.7","none","FIXED_LOT",,"0.24","0","9","18","2","0",""
"S62c8bcc75f03939b","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","16","1.39","1.66","none","ATR_RISK","0.92",,"0","9","21","1","0",""
"Sc84fb51ccdd10cd5","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","11","1.75",,"atr1.0","ATR_RISK","0.53",,"0","11","12","1","0",""
"Sad336d66e0db44b8","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","2.44",,"atr1.0","ATR_RISK","0.93",,"0","45","60","2","0",""
"S5d72778d07c6b6ae","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","14","2.4",,"atr1.0","ATR_RISK","0.21",,"0","17","26","1","5",""
"S78ca1cd76aded2bc","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","1.6",,"atr1.0","FIXED_LOT",,"0.48","0","15","17","1","0",""
"Sfb5e617d666b7324","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","11","2.22","2.61","none","ATR_RISK","0.99",,"0","13","10","2","0",""
"Sf1b5f96b8f03d45b","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","11","1.25","2","none","ATR_RISK","0.48",,"0","20","23","1","5",""
"S8bde473408e808c2","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","19","2.33","3.96","none","ATR_RISK","0.48",,"0","60","116","1","0",""
"S876f3f3fc2e30a5a","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","19","1.68","1.35","none","ATR_RISK","0.12",,"0","6","11","2","0",""
"Sdd493ce8fb16a937","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","16","2.85","3.81","none","FIXED_LOT",,"0.32","0","109","110","1","0",""
"Sd45e1a938fc22123","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","19","1.93",,"atr1.0","ATR_RISK","0.52",,"0","10","33","2","5",""
"Se198b9ab631f2657","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","15","2.44","2.87","none","FIXED_LOT",,"0.12","0","11","21","1","10",""
"Sbbc0c20e31ff4c4d","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","18","1.63","2.95","none","ATR_RISK","0.19",,"0","2","3","1","0",""
"Sf0d6ecce478f196e","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","21","2.48","1.98","none","FIXED_LOT",,"0.43","0","3","13","1","10",""
"S376bd213574c7e15","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","10","1.88",,"atr1.0","ATR_RISK","0.92",,"0","56","59","2","5",""
"S11b53a8d8cca3083","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","10","2.97","3.72","none","FIXED_LOT",,"0.25","0","67","29","1","0",""
"S7271c0216fb8c10d","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","21","2.38",,"atr1.0","ATR_RISK","0.4",,"0","26","29","1","0",""
"S19f5689f32e85929","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","12","1.78","2.67","none","FIXED_LOT",,"0.15","0","24","10","1","10",""
"S2478852ac1dad703","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","2.04",,"atr1.0","ATR_RISK","0.13",,"0","14","13","1","0",""
"S4401d62dbd1eeaba","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","2","1.61","none","FIXED_LOT",,"0.32","0","14","4","2","5",""
"Scadc0ea7e1cda09c","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","12","2.88","3.52","none","ATR_RISK","0.16",,"0","21","24","1","10",""
"S0a1c451f0cc9f3ff","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","14","1.61","1.53","none","ATR_RISK","0.44",,"0","12","12","1","5",""
"S257204f780fcdeb9","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","2.92",,"atr1.0","ATR_RISK","0.65",,"0","4","5","1","10",""
"S0da413a03125edfc","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","10","2.78","3.67","none","ATR_RISK","0.54",,"0","10","13","1","0",""
"Sc4df1f8e02407e1f","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","17","2.56","3.57","none","ATR_RISK","0.23",,"0","33","97","2","5",""
"S63f155c14c42c397","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","2.11","2.59","none","ATR_RISK","0.38",,"0","10","14","1","0",""
"S3f2d6b8e13a7daea","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","2.75","2.82","none","ATR_RISK","0.35",,"0","36","26","2","0",""
"S88e42a27a269367c","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","19","1.36","1.9","none","ATR_RISK","0.65",,"0","30","94","1","0",""
"Sb5a09a6106d009ce","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","2.47","2.62","none","ATR_RISK","0.62",,"0","6","8","2","0",""
"S566fb3383d60737c","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","16","2.86","2.16","none","FIXED_LOT",,"0.5","0","46","24","1","0",""
"S677caaabfb169736","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","17","2.53","1.59","none","FIXED_LOT",,"0.11","0","4","4","2","0",""
"Se38b4885be64b9f7","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","12","2.61",,"atr1.0","FIXED_LOT",,"0.42","0","110","25","1","0",""
"S349f6e291e5b9ed3","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","1.36","2.37","none","FIXED_LOT",,"0.14","0","17","29","2","10",""
"S7adc6c8289d1f213","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","1.91","2.29","none","ATR_RISK","0.8",,"0","39","36","1","10",""
"S025eb213e8525cf5","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","18","2.25","1.33","none","ATR_RISK","0.6",,"0","13","7","1","0",""
"Sa78222f055643ef7","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","21","2.24","2.52","none","ATR_RISK","0.56",,"0","11","5","1","0",""
"S462dda52a494fd98","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","1.29","2.88","none","ATR_RISK","0.61",,"0","16","16","1","5",""
"S5820db32f326100e","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","18","2.3","3.83","none","ATR_RISK","0.96",,"0","8","10","2","0",""
"S0fc20df95ac9d46b","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","2.15","2.28","none","ATR_RISK","0.63",,"0","7","9","1","5",""
"Sbc0898dd95ddcc4b","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","2.52","2.38","none","FIXED_LOT",,"0.05","0","6","7","2","0",""
"S9a30f4b42781716b","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","13","2.11","2.78","none","ATR_RISK","0.94",,"0","68","88","1","5",""
"S7bacba556b764735","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","12","2.51","2.79","none","FIXED_LOT",,"0.06","0","117","76","1","5",""
"S56a5bd84fd0db8ba","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","10","2.02","2.92","none","ATR_RISK","0.64",,"0","22","112","1","0",""
"S443fafbd52f51fca","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","15","2.08",,"atr1.0","ATR_RISK","0.16",,"0","11","18","1","5",""
"Scee6cfffa8a825cd","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","12","2.62","2.89","none","ATR_RISK","0.8",,"0","4","4","1","10",""
"Sf002db8b2c06168d","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","1.58",,"atr1.0","ATR_RISK","0.94",,"0","9","23","2","10",""
"S8830c4f31ef8a6e6","XAUZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","15","2.4","1.56","none","ATR_RISK","0.33",,"0","36","16","1","0",""
"S62e624727466170f","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","18","2.65",,"atr1.0","ATR_RISK","0.8",,"0","70","66","1","5",""
"S81ef875b785f9ba3","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","18","2.68","3.3","none","ATR_RISK","0.41",,"0","5","14","1","0",""
"S9cc725f547c8543a","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","11","2.41","3.45","none","ATR_RISK","0.97",,"0","14","15","1","0",""
"S80032bd696082c43","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","10","1.36",,"atr1.0","ATR_RISK","0.88",,"0","7","7","2","0",""
"S8c3786a3e3f4bbc3","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","11","2.83","3.2","none","ATR_RISK","0.61",,"0","6","6","1","5",""
"S0aad56d721d49b68","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","15","2.79","3.17","none","ATR_RISK","0.62",,"0","63","26","1","0",""
"Sd0cad034e0cab369","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","1.73","1.4","none","FIXED_LOT",,"0.16","0","20","14","1","0",""
"Se1c786e7f8b3da2b","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","18","2.37",,"atr1.0","ATR_RISK","0.5",,"0","46","25","2","0",""
"S876e9c3b0f58233d","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","11","2.73","2.07","none","ATR_RISK","0.67",,"0","9","13","1","0",""
"S03a50739a9583158","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.25","3.84","none","ATR_RISK","0.84",,"0","6","8","1","10",""
"S2fb17d3f7cb9e400","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","19","2.73","3.95","none","FIXED_LOT",,"0.21","0","58","103","1","0",""
"S70f4c985e80c8faa","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","1.74","3.77","none","ATR_RISK","0.33",,"0","2","7","1","5",""
"S9807095601e338a6","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","11","2.45","3.87","none","FIXED_LOT",,"0.29","0","6","14","2","5",""
"Sa6db4be249e5cea3","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","10","2.23","1.82","none","ATR_RISK","0.8",,"0","13","13","1","0",""
"S74e895b84521fbd5","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","16","2.98","1.92","none","ATR_RISK","0.1",,"0","3","14","1","5",""
"S4dc7c4cfa4f95d91","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.75","2.96","none","ATR_RISK","0.97",,"0","41","56","1","0",""
"Se4259c4516cd906b","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","10","1.44",,"atr1.0","FIXED_LOT",,"0.21","0","19","32","1","0",""
"Sf42283ffcb3720f8","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","2.96","2.81","none","FIXED_LOT",,"0.45","0","40","26","1","10",""
"S55f6b135f35303c3","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","18","1.24","2.94","none","ATR_RISK","0.55",,"0","9","14","1","10",""
"S7cad71d1dd68a78c","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","14","1.58","1.31","none","FIXED_LOT",,"0.31","0","10","4","1","10",""
"Sc494a5a2be239647","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","17","1.74","3.26","none","ATR_RISK","0.26",,"0","2","8","1","0",""
"Sc7f0344c370fe90b","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","19","2.38","3.39","none","ATR_RISK","0.43",,"0","22","10","1","5",""
"S826cb7449763130e","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","2.13","2.64","none","ATR_RISK","0.31",,"0","24","54","2","0",""
"S824e90d48e72f9be","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","18","2.48","3.13","none","FIXED_LOT",,"0.42","0","11","9","2","10",""
"Sdb2abea4331fb574","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","21","2.11","1.4","none","ATR_RISK","0.35",,"0","2","3","2","0",""
"S67857a44257dca1b","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","20","2.11","3.68","none","ATR_RISK","0.6",,"0","35","18","1","0",""
"S46e0c04c65be902c","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","18","2.02","2.78","none","ATR_RISK","0.3",,"0","16","13","1","5",""
"S0d9a972841fc06bd","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","19","2.88","3.76","none","ATR_RISK","0.41",,"0","37","43","2","5",""
"Sf1697a9e870038c1","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.23","2.17","none","ATR_RISK","0.65",,"0","3","6","1","0",""
"S04fb23ab871fb9ad","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","10","1.24",,"atr1.0","ATR_RISK","0.75",,"0","3","2","2","5",""
"S7ed1c47b783341c8","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","21","1.68","1.76","none","FIXED_LOT",,"0.37","0","9","11","1","0",""
"S5ad94584ce69c283","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","14","1.26","3.99","none","ATR_RISK","0.43",,"0","24","44","1","0",""
"Sb6ad0935f547ad18","XAUZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","10","1.46","2.92","none","ATR_RISK","0.71",,"0","12","41","1","0",""
"S274f03e6808c3435","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","20","2.72","3.47","none","FIXED_LOT",,"0.26","0","13","13","1","0",""
"S791df5842d924688","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","16","1.87",,"atr1.0","ATR_RISK","0.96",,"0","7","7","1","5",""
"S991edf3497c7dbf0","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","2.77","1.98","none","FIXED_LOT",,"0.36","0","6","5","1","0",""
"S52d28ea7ecec5002","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","17","1.3","2.45","none","ATR_RISK","0.98",,"0","4","7","1","0",""
"S171540b8866b1e19","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","14","1.46","1.38","none","ATR_RISK","0.55",,"0","102","50","1","0",""
"Sad568d1a93a30869","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","15","2.62","3.7","none","ATR_RISK","0.95",,"0","8","3","1","5",""
"S150be1040ff80591","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","1.92","2.62","none","FIXED_LOT",,"0.34","0","20","8","1","0",""
"S8e5e5731286dbff0","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","21","1.67",,"atr1.0","ATR_RISK","0.51",,"0","37","115","1","0",""
"S7870fb83450856e9","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","11","2.52","2.96","none","ATR_RISK","0.49",,"0","43","55","1","0",""
"See8e61eea4b18a2e","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","2.72","1.95","none","ATR_RISK","0.33",,"0","5","4","1","0",""
"Se63643890f74ee31","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","2.82","3.12","none","FIXED_LOT",,"0.41","0","45","93","1","10",""
"S9deee2d659e0e29c","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","11","1.47","1.68","none","FIXED_LOT",,"0.43","0","17","6","1","0",""
